Id. ,ESRS,Exigence de publication (DR),Description de l'exigence de publication ,Paragraphe,Related AR,Nom,Question ,Précision des informations qualitatives,Type de données,DP conditionnel ou alternatif
S3-4-33b,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",33 b,,Description de l'approche pour prendre des mesures en relation avec des impacts matériels spécifiques sur les communautés affectées,Quelle est l'approche de votre entreprise pour prendre des mesures en relation avec des impacts matériels spécifiques sur les communautés affectées ?,,narratif,
S3-4-33c,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",33 c,,Description de l'approche pour garantir que les processus pour fournir ou permettre un recours en cas d'impacts négatifs matériels sur les communautés affectées sont disponibles et efficaces dans leur mise en œuvre et leurs résultats,Quelle est l'approche de votre entreprise pour garantir que les processus pour fournir ou permettre un recours en cas d'impacts négatifs matériels sur les communautés affectées sont disponibles et efficaces dans leur mise en œuvre et leurs résultats ?,,narratif,
S3-4-34a,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",34 a,"AR 38-40, AR 42",Description des actions planifiées ou en cours pour atténuer les risques matériels découlant des impacts et des dépendances sur les communautés affectées et comment leur efficacité est suivie,Quelles actions sont planifiées ou en cours pour atténuer les risques matériels découlant des impacts et des dépendances sur les communautés affectées et comment leur efficacité est-elle suivie ?,,narratif,
S3-4-34b,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",34 b,,Description des actions planifiées ou en cours pour poursuivre les opportunités matérielles en relation avec les communautés affectées,Quelles actions sont planifiées ou en cours pour poursuivre les opportunités matérielles en relation avec les communautés affectées ?,,narratif,
S3-4-35,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",35,AR 30,Divulgation de si et comment il est assuré que vos propres pratiques ne causent pas ou ne contribuent pas à des impacts négatifs matériels sur les communautés affectées,Pouvez-vous divulguer si et comment il est assuré que vos propres pratiques ne causent pas ou ne contribuent pas à des impacts négatifs matériels sur les communautés affectées ?,,narratif,
S3-4-36,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",36,,Divulgation des graves problèmes de droits de l'homme et des incidents liés aux communautés affectées,Pouvez-vous divulguer les graves problèmes de droits de l'homme et les incidents liés aux communautés affectées ?,,narratif,
S3-4-38,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",38,,Divulgation des ressources allouées à la gestion des impacts matériels,Quelles ressources sont allouées à la gestion des impacts matériels dans votre entreprise ?,,narratif,
S3-4-AR27,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",AR 27,,Divulgation de si et comment l'entreprise cherche à utiliser son influence avec les relations commerciales pertinentes pour gérer les impacts négatifs matériels affectant les communautés affectées,"Votre entreprise cherche-t-elle à utiliser son influence avec les relations commerciales pertinentes pour gérer les impacts négatifs matériels affectant les communautés affectées ? Si oui, comment ?",,narratif,
S3-4-AR28,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",AR 28,,Divulgation de la manière dont la participation à des initiatives sectorielles ou multipartites et l'implication propre de l'entreprise visent à traiter les impacts matériels,Comment la participation à des initiatives sectorielles ou multipartites et l'implication propre de votre entreprise visent-elles à traiter les impacts matériels ?,,narratif,
S3-4-AR34a,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",AR 34 a),,Divulgation de la manière dont les communautés affectées jouent un rôle dans les décisions concernant la conception et la mise en œuvre de programmes ou de processus,Comment les communautés affectées jouent-elles un rôle dans les décisions concernant la conception et la mise en œuvre de programmes ou de processus dans votre entreprise ?,,narratif,
S3-4-AR34b,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",AR 34 b),,Informations sur les résultats positifs escomptés ou atteints des programmes ou processus pour les communautés affectées,Quels sont les résultats positifs escomptés ou atteints des programmes ou processus pour les communautés affectées dans votre entreprise ?,,narratif,
S3-4-AR34c,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",AR 34 c),,"Explication de l'étendue approximative des communautés affectées couvertes par les programmes d'investissement social ou de développement décrits et, le cas échéant, la raison pour laquelle les communautés sélectionnées ont été choisies","Quelle est l'étendue approximative des communautés affectées couvertes par les programmes d'investissement social ou de développement décrits et, le cas échéant, la raison pour laquelle les communautés sélectionnées ont été choisies ?",,narratif,
S3-4-AR35,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",AR 35,,Les initiatives ou processus dont l'objectif principal est de générer des impacts positifs pour les communautés affectées sont également conçus pour soutenir la réalisation d'un ou plusieurs Objectifs de Développement Durable,Les initiatives ou processus dont l'objectif principal est de générer des impacts positifs pour les communautés affectées sont-ils également conçus pour soutenir la réalisation d'un ou plusieurs Objectifs de Développement Durable ?,,semi-narratif,
S3-4-AR43,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",AR 43,,Description des fonctions internes impliquées dans la gestion des impacts et des types d'actions prises par les fonctions internes pour traiter les impacts négatifs et promouvoir les impacts positifs,Quelles fonctions internes sont impliquées dans la gestion des impacts et quels types d'actions sont prises par les fonctions internes pour traiter les impacts négatifs et promouvoir les impacts positifs dans votre entreprise ?,,narratif,
